GiftId,TripId
48476,3
30111,3
56843,3
30466,3
2290,3
36839,3
34466,3
6618,3
13862,3
69058,3
3694,3
80622,3
44200,3
93316,3
39581,3
5447,3
63396,3
53968,3
59488,3
15904,3
69859,3
61975,3
53322,3
68498,3
81382,3
16361,3
14134,3
45127,3
42859,3
8757,3
69420,3
10741,3
91227,3
83939,3
98864,3
13150,3
95157,3
88949,3
40629,3
58524,3
90311,3
93825,3
48491,3
38540,3
22680,3
84566,3
6035,3
1787,3
22872,3
71760,3
31184,3
48477,3
935,3
10126,3
60352,3
90321,3
98420,3
62229,4
90798,4
90516,4
48896,4
3730,4
70792,4
64252,4
87587,4
45892,4
30734,4
94212,4
67841,4
14051,4
35374,4
17055,4
97809,4
64265,4
20756,4
96452,4
23362,4
56553,4
58813,4
39576,4
1314,4
78504,4
16166,4
88410,4
63198,4
14212,4
48642,4
33598,4
420,4
71159,4
39290,4
26642,4
60860,4
24775,4
80124,4
61413,4
13447,4
2003,4
72880,4
93105,4
13588,4
71751,4
27898,4
79690,4
62186,4
7952,4
85238,4
98111,4
29592,4
62442,4
38826,4
81679,4
87873,4
74254,4
94084,4
15160,4
71853,4
4503,4
38700,4
10952,4
48096,4
46210,5
20062,5
82694,5
46444,5
2267,5
11762,5
21415,5
46501,5
61628,5
19343,5
81564,5
95320,5
37866,5
72868,5
21628,5
85392,5
71237,5
33312,5
94060,5
37899,5
95113,5
54844,5
53228,5
88541,5
37903,5
818,5
65021,5
70117,5
64783,5
3707,5
81273,5
75264,5
89065,5
30348,5
80338,5
28626,5
78064,5
3183,5
26087,5
34139,5
63520,5
53417,5
78874,5
92817,5
51288,5
76848,5
4643,5
16433,5
21825,5
19610,5
80050,5
52581,5
96187,5
2114,5
82861,5
96457,5
92347,5
42214,5
89222,5
80436,5
99578,5
40705,5
10291,5
32528,5
36791,5
40338,5
37041,5
89113,5
70659,5
18516,5
40790,5
17491,5
77114,5
83755,6
75846,6
67965,6
19020,6
53965,6
36514,6
45323,6
12467,6
25703,6
88168,6
22135,6
66343,6
61853,6
9261,6
6023,6
68241,6
90683,6
79261,6
31903,6
64127,6
80627,6
20588,6
6878,6
18948,6
14130,6
17665,6
70756,6
26829,6
14886,6
2478,6
22857,6
8775,6
77831,6
5105,6
63281,6
51246,6
93061,6
60925,6
63597,6
56368,6
83576,6
79494,6
87253,6
95622,6
84345,6
15386,6
24987,6
61081,6
30770,6
42212,6
86607,6
64391,6
15713,6
8789,6
64935,6
4224,6
4195,6
32819,6
28472,6
36541,6
56407,6
60939,6
60853,6
19390,6
82366,6
14714,6
94632,6
8784,6
81198,6
9154,6
64721,6
58654,6
93701,6
29773,6
81613,6
31979,6
34849,6
5608,7
11569,7
79598,7
7915,7
34217,7
18768,7
9280,7
35996,7
50798,7
989,7
64565,7
76792,7
41876,7
1179,7
81623,7
29224,7
50597,7
59502,7
21400,7
60248,7
11281,7
56315,7
53924,7
25961,7
39204,7
47713,7
72185,7
71150,7
33943,7
25594,7
86074,7
99808,7
35452,7
93981,7
42226,7
30290,7
98251,7
15834,7
39194,7
10094,7
23045,7
72988,7
10321,7
43234,7
27399,7
26680,7
67349,7
28759,7
57911,7
67615,7
47172,7
63513,7
88597,7
49009,7
40376,7
40245,7
89642,7
28980,7
35721,7
45952,7
18079,7
30461,7
1385,7
49044,7
49150,7
97338,7
80539,7
77996,7
6494,7
4861,8
4677,8
73250,8
89552,8
28768,8
9926,8
74814,8
12814,8
66586,8
70430,8
70487,8
11253,8
30158,8
19936,8
97641,8
9287,8
75581,8
15513,8
19017,8
6665,8
44097,8
89185,8
28345,8
9871,8
73727,8
20842,8
31827,8
76956,8
95169,8
4630,8
34028,8
35883,8
75445,8
45255,8
15217,8
93003,8
16257,8
93606,8
48173,8
8780,8
41897,8
88481,8
5566,8
5325,8
45948,8
69980,8
71583,8
98067,8
79558,8
98643,8
16907,8
62164,8
16316,8
46161,8
6933,8
95554,8
37140,8
64075,8
40995,8
86504,8
45817,8
22665,8
32143,8
44873,8
95868,8
9735,8
15506,8
69989,8
30765,8
40937,8
76980,8
45077,8
26799,8
73242,8
75980,8
13080,8
93720,8
85499,8
59223,9
93375,9
37368,9
32384,9
27309,9
61046,9
25656,9
81018,9
15018,9
64102,9
12449,9
13722,9
579,9
25083,9
74917,9
93237,9
10804,9
48475,9
53898,9
48044,9
67869,9
51821,9
48448,9
20153,9
82381,9
17960,9
72648,9
92192,9
950,9
16354,9
87081,9
3547,9
65238,9
55877,9
37867,9
82632,9
14778,9
36337,9
68764,9
53704,9
85660,9
89109,9
94707,9
26478,9
63612,9
73652,9
75551,9
99403,9
59844,9
63298,9
18490,9
46408,9
94580,9
1733,9
6620,9
4267,9
59194,9
72889,9
2585,9
24519,9
42739,9
31059,9
91927,9
60348,9
20917,9
82623,9
64580,9
9153,9
11505,9
84228,9
55924,9
92923,9
7468,9
11354,9
29999,10
40977,10
22137,10
63323,10
56020,10
52432,10
60802,10
98664,10
88260,10
82048,10
9315,10
26032,10
28625,10
64649,10
65770,10
22147,10
73742,10
13011,10
24812,10
33419,10
83336,10
61293,10
54339,10
90503,10
99876,10
19851,10
52490,10
35978,10
32862,10
45240,10
1612,10
64359,10
47372,10
68134,10
7599,10
88150,10
98802,10
87130,10
50886,10
339,10
43442,10
83963,10
98129,10
11648,10
4140,10
29312,10
26097,10
29292,10
91482,10
75878,10
25841,10
82002,10
85729,10
27272,10
97599,10
45514,10
9805,10
73675,10
77392,10
60905,10
85332,10
22820,10
40746,10
39482,10
32017,11
66346,11
72150,11
97160,11
24887,11
86701,11
56772,11
83605,11
72075,11
83935,11
67101,11
86711,11
46974,11
79850,11
42257,11
11430,11
31587,11
35971,11
27569,11
43453,11
13802,11
84963,11
98148,11
28265,11
62957,11
59287,11
39751,11
8695,11
84640,11
28135,11
88176,11
51799,11
13345,11
79312,11
69099,11
63214,11
87071,11
25939,11
61684,11
28145,11
40396,11
52456,11
1970,11
92131,11
95214,11
13944,11
79493,11
83655,11
70400,11
82341,11
56768,11
78557,11
59454,11
79547,11
39862,11
10535,11
75948,11
86399,11
71062,11
98987,11
94763,11
59044,11
16526,11
5774,11
26440,11
84241,11
24353,11
9068,11
24190,11
73522,11
51498,11
79054,11
97825,11
17490,11
2408,11
40004,11
68125,11
68486,11
91930,11
71729,12
97205,12
94203,12
55713,12
9991,12
19695,12
68571,12
40242,12
7302,12
67891,12
34263,12
58865,12
70803,12
61432,12
25130,12
40665,12
6593,12
93746,12
26976,12
36922,12
91573,12
77840,12
73893,12
30796,12
64505,12
69724,12
48123,12
58951,12
72428,12
9461,12
23617,12
96630,12
1197,12
78512,12
23738,12
46003,12
21202,12
77967,12
29716,12
90273,12
78868,12
77237,12
36203,12
25982,12
41967,12
22485,12
45433,12
69672,12
92727,12
69854,12
62982,12
68203,12
90717,12
34770,12
15658,12
81530,12
3526,12
11011,12
98661,12
39274,12
88133,12
8409,12
23346,12
55631,12
12283,12
22888,12
87932,12
95167,12
73555,12
93225,12
69586,12
48371,12
34004,13
49621,13
37797,13
40666,13
89555,13
13896,13
77759,13
19674,13
24035,13
57760,13
95139,13
12833,13
90327,13
84734,13
8256,13
10556,13
15170,13
71517,13
94585,13
62289,13
1713,13
72700,13
7023,13
28036,13
57624,13
12120,13
6802,13
45397,13
69916,13
1273,13
43930,13
86745,13
13111,13
38869,13
85861,13
69742,13
85009,13
5376,13
32383,13
30057,13
54985,13
50011,13
65219,13
54492,13
32117,13
62453,13
16150,13
60777,13
3658,13
40953,13
88000,13
58422,13
76571,13
59918,13
53969,13
35727,13
32623,13
5793,13
5247,13
49462,13
36029,13
13637,13
51741,13
87809,13
92176,13
91243,13
12443,13
28284,13
60933,13
72053,13
86916,13
37698,13
24103,13
43869,13
10885,13
84646,13
9097,13
7132,13
98220,13
22830,13
3541,13
26700,13
63378,14
99076,14
43770,14
81096,14
65396,14
37240,14
71734,14
36749,14
14415,14
32350,14
53599,14
49970,14
55932,14
43,14
30820,14
42935,14
29546,14
18885,14
6506,14
23433,14
83980,14
29294,14
39063,14
38737,14
9969,14
50336,14
1660,14
6248,14
20737,14
65898,14
77549,14
51625,14
26646,14
38182,14
68923,14
94599,14
15759,14
5691,14
96551,14
35503,14
80865,14
91892,14
44063,14
14544,14
4048,14
93668,14
43438,14
34523,14
51440,14
13882,14
15564,14
18929,14
89181,14
18740,14
3492,14
43704,14
14807,14
58182,15
47748,15
33353,15
2028,15
57509,15
99133,15
99979,15
7526,15
42079,15
91671,15
75484,15
68210,15
38032,15
72203,15
52364,15
89624,15
87815,15
46820,15
54421,15
92079,15
5947,15
29225,15
30635,15
11946,15
89605,15
92785,15
31443,15
2416,15
79385,15
61513,15
84887,15
89304,15
60052,15
57850,15
54482,15
75197,15
33897,15
51270,15
1730,15
1062,15
83345,15
67247,15
25322,15
12878,15
18837,15
68270,15
34093,15
74198,15
67606,15
93953,15
15411,15
82112,15
60229,15
8213,15
78684,15
50269,15
23496,15
39501,15
81209,15
9108,15
35209,15
21429,15
11555,15
82493,15
58489,15
26968,15
82627,15
88547,15
79819,15
16475,15
12701,15
73482,16
62880,16
98830,16
78733,16
44459,16
77709,16
70774,16
10901,16
94551,16
76490,16
53970,16
17588,16
92461,16
60162,16
75258,16
48835,16
28716,16
90102,16
7336,16
57711,16
81039,16
13047,16
2657,16
92558,16
50479,16
48617,16
83821,16
80975,16
1401,16
66926,16
79715,16
14302,16
91084,16
37307,16
34895,16
10406,16
77234,16
64136,16
13170,16
39086,16
53945,16
67074,16
51046,16
60037,16
94415,16
80361,16
14969,16
39747,16
23702,16
17742,16
97191,16
21943,16
3869,16
76415,16
95455,16
41266,16
79569,16
85640,16
70678,16
61781,16
66238,16
81867,16
62373,16
16152,16
26662,16
81052,16
62441,16
52458,16
72638,16
11367,16
662,16
52967,16
73183,16
4281,16
33788,16
10031,16
97830,16
62022,16
81245,16
5418,16
7594,16
64199,17
83192,17
79433,17
9024,17
8720,17
10572,17
48657,17
66836,17
38332,17
34495,17
71348,17
32878,17
59256,17
14030,17
4549,17
18845,17
84053,17
53416,17
22284,17
14967,17
51654,17
53391,17
25321,17
16153,17
87976,17
58534,17
1188,17
73818,17
23028,17
92843,17
13971,17
81467,17
60857,17
87846,17
84957,17
64525,17
51145,17
80799,17
66614,17
70689,17
29086,17
23585,17
80281,17
57983,17
81127,17
22837,17
20089,17
7595,17
65512,17
18207,17
57947,17
45934,17
9832,17
70499,17
46640,17
9155,17
80532,17
47395,17
56645,17
45171,17
28940,17
38464,17
33918,17
24902,17
43182,17
64679,17
57190,17
38945,17
21626,17
24642,17
12751,17
25576,17
635,17
23770,17
47135,17
93124,17
34627,18
69635,18
3220,18
12422,18
47828,18
58943,18
3345,18
23065,18
28438,18
28883,18
93634,18
3661,18
57862,18
62781,18
39776,18
9126,18
78319,18
53107,18
48369,18
64467,18
15728,18
42898,18
75047,18
40260,18
84261,18
19789,18
7346,18
753,18
63210,18
92549,18
410,18
66639,18
15952,18
2365,18
85627,18
76798,18
92469,18
42638,18
17261,18
86162,18
47695,18
43668,18
64927,18
41456,18
81125,18
86487,18
10042,18
17216,18
9431,18
55686,18
17179,18
90346,18
15727,18
66974,18
59401,18
83958,18
37923,18
29356,18
69248,18
80956,18
97786,18
85365,18
3426,18
70521,18
80559,18
51192,18
71253,18
39767,18
83218,18
29883,18
54372,18
88952,18
4147,18
70295,18
89702,18
96495,18
82208,19
77692,19
85414,19
47626,19
70520,19
58480,19
94400,19
66116,19
26635,19
28648,19
54599,19
67876,19
46929,19
32498,19
49101,19
19868,19
54541,19
62564,19
78622,19
36399,19
11189,19
23160,19
22660,19
40162,19
95131,19
61942,19
83148,19
95947,19
96094,19
94099,19
14694,19
74179,19
59894,19
82349,19
2707,19
75230,19
13946,19
45755,19
36422,19
46450,19
16448,19
83615,19
4062,19
57536,19
53518,19
15848,19
42905,19
43622,19
20159,19
88022,19
99665,19
16322,19
87307,19
47859,19
92716,19
95963,19
90705,19
53340,19
9787,19
15844,19
195,19
38665,19
79161,19
90229,19
78063,19
17958,19
80057,19
12062,19
78778,19
67289,19
85133,19
10830,19
23532,19
34084,19
31435,19
19727,19
44044,19
78369,19
13771,19
43373,19
79250,19
4821,19
25540,19
77578,20
25566,20
44515,20
84889,20
71852,20
54670,20
7827,20
13383,20
33302,20
9782,20
30774,20
62942,20
10244,20
55283,20
51733,20
13181,20
65743,20
74463,20
29570,20
32678,20
68733,20
54190,20
47188,20
6547,20
26740,20
38784,20
61973,20
62353,20
19396,20
75237,20
12099,20
43310,20
9385,20
52097,20
63788,20
90693,20
87183,20
25655,20
11466,20
83905,20
44316,20
88589,20
65503,20
46257,20
30014,20
52742,20
25588,20
23582,20
31220,20
73984,20
42291,20
39451,20
91306,20
59285,20
36402,20
70063,20
56401,20
39045,20
8415,20
95144,20
14275,20
98823,20
69688,20
25861,20
71667,20
68867,20
35409,20
37596,20
50728,20
3848,20
47266,20
4731,20
87800,20
2125,20
24939,20
45850,20
54802,20
6212,21
82326,21
15443,21
71335,21
63311,21
541,21
67921,21
12615,21
58704,21
33956,21
62529,21
59452,21
21456,21
43457,21
80665,21
92445,21
37074,21
16542,21
75474,21
12989,21
96498,21
57864,21
25281,21
7989,21
6528,21
28833,21
38991,21
4571,21
67672,21
9772,21
10483,21
96787,21
42722,21
28198,21
71408,21
91078,21
78236,21
76684,21
1459,21
76100,21
27781,21
84165,21
60439,21
33338,21
3196,21
43452,21
298,22
47249,22
17054,22
26526,22
13202,22
76842,22
30370,22
55234,22
35880,22
41705,22
63865,22
11280,22
72887,22
5162,22
42903,22
9863,22
16545,22
99698,22
71992,22
62635,22
55456,22
99993,22
10399,22
3729,22
4628,22
25106,22
91529,22
7052,22
43965,22
32375,22
65272,22
21834,22
45069,22
88592,22
75132,22
1237,22
33734,22
38817,22
85467,22
66617,22
96042,22
92420,22
39636,22
5109,22
42102,22
87891,22
39715,22
70687,22
30829,22
40375,22
8991,22
55780,22
33427,22
88979,22
17696,22
20193,22
20948,22
27862,22
50585,22
3477,22
17187,22
40868,22
48825,22
2087,22
71989,22
6833,22
17383,22
7253,22
39416,22
90246,22
83773,22
55109,22
41387,22
58760,22
76983,22
26675,23
7247,23
98651,23
50782,23
73258,23
31765,23
34798,23
18823,23
42902,23
88504,23
58701,23
99751,23
59599,23
12690,23
61774,23
15984,23
46715,23
62961,23
94176,23
6447,23
36101,23
10985,23
67455,23
13133,23
85137,23
20867,23
7711,23
1782,23
20288,23
55196,23
34924,23
59764,23
67996,23
75770,23
31420,23
38425,23
4966,23
65937,23
70073,23
70385,23
53566,23
64363,23
40578,23
58460,23
2587,23
6422,23
30768,23
43715,23
92989,23
84656,23
99556,23
62147,23
47519,23
36085,23
49371,23
17277,23
16492,23
60813,23
53164,23
51395,23
8195,23
67906,23
9445,23
11157,23
95549,23
53069,23
24884,23
9389,23
45052,23
9820,23
52743,23
65479,23
95646,23
22844,23
67725,23
21546,23
12173,23
24564,23
39816,23
20249,23
88365,23
53044,23
14158,23
31110,23
68876,23
43139,23
63048,23
74782,23
53562,23
89615,23
9451,23
98029,23
23852,23
72703,23
32706,23
86841,23
63939,23
60351,23
60814,23
98858,23
62922,23
44335,23
19861,23
76832,23
66241,23
73666,23
32634,23
55617,23
9721,23
16388,23
54334,23
29638,23
7142,23
16450,23
57236,23
48000,24
8432,24
85220,24
36677,24
74895,24
90842,24
46986,24
9318,24
81481,24
97413,24
97554,24
68184,24
53022,24
87052,24
41064,24
16329,24
76268,24
85419,24
37383,24
3695,24
3396,24
98995,24
92055,24
94336,24
34404,24
31244,24
10350,24
35765,24
54843,24
59952,24
3194,24
24346,24
75543,24
34120,24
38097,24
53667,24
25591,24
46276,24
88730,24
83658,24
94487,24
33276,24
26759,24
10478,24
51740,24
27341,24
15499,24
45771,24
6298,24
25340,24
29299,24
55273,24
89651,24
76226,24
77467,24
36944,24
691,24
38328,24
47768,24
38680,24
28601,24
13710,24
73085,24
56283,24
6856,25
93019,25
86184,25
16206,25
58138,25
19051,25
23334,25
32993,25
43426,25
48361,25
76959,25
53868,25
92522,25
36408,25
3670,25
87441,25
60730,25
60719,25
33987,25
50414,25
47444,25
71558,25
69972,25
42824,25
24298,25
27164,25
61198,25
87583,25
53306,25
84468,25
16643,25
42835,25
92597,25
2233,25
43596,25
79820,25
28964,25
11482,25
36722,25
13755,25
38807,25
61998,25
43840,25
93405,25
57860,25
48428,25
69792,25
84202,25
4612,25
67032,25
45645,25
38909,25
8329,25
22839,25
1850,25
79849,25
38162,25
55230,25
99444,25
69177,25
3163,25
46485,25
22361,25
94454,25
24711,25
67631,25
9377,25
57621,25
6747,25
62156,25
86944,25
62768,25
88681,25
15264,25
70845,26
79353,26
22308,26
23854,26
74765,26
3127,26
45978,26
34946,26
44923,26
56342,26
98986,26
18821,26
59093,26
82893,26
7687,26
72444,26
73374,26
71369,26
73588,26
26969,26
37988,26
38609,26
96701,26
63688,26
71014,26
3293,26
48066,26
38387,26
4678,26
92840,26
28850,26
87948,26
93173,26
36124,26
11614,26
39248,26
9333,26
389,26
97278,26
77787,26
64730,26
16514,26
14289,26
2552,26
33515,26
31639,26
82986,26
65982,26
29285,26
47307,26
80162,26
24513,26
63747,26
80740,26
33949,26
26144,26
84710,26
8959,26
29979,26
21903,26
82004,26
89208,26
41923,26
11381,26
97440,26
44250,26
7630,26
81621,26
26773,26
8304,26
55335,26
50097,26
58572,26
47088,26
32031,26
29660,26
99756,26
99659,26
93457,26
20759,26
91696,26
80993,26
48085,26
31160,26
40843,26
12116,26
50571,26
55415,26
39142,26
22711,27
22089,27
99825,27
75568,27
86196,27
67251,27
5083,27
12685,27
29765,27
42584,27
32510,27
93688,27
34654,27
49131,27
28746,27
78265,27
81963,27
98235,27
25573,27
20306,27
52971,27
29494,27
90903,27
26655,27
78449,27
25068,27
21877,27
38979,27
619,27
68039,27
44165,27
25032,27
70753,27
5480,27
57016,27
17553,27
49133,27
38039,27
3280,27
33720,27
77555,27
5030,27
79620,27
6340,27
6201,27
48992,27
30789,27
76469,27
44169,27
16985,27
1064,27
82393,27
51743,27
59727,27
38091,27
36813,27
31318,27
90496,27
4340,27
9283,27
10773,27
60228,27
86335,27
65067,27
11908,27
8124,27
77803,27
20039,27
53628,27
27690,28
29614,28
14179,28
95173,28
30923,28
97451,28
33907,28
30948,28
45967,28
10981,28
4654,28
58126,28
22961,28
66771,28
31573,28
5959,28
82231,28
46418,28
14353,28
74006,28
92585,28
42328,28
48029,28
29242,28
60477,28
89435,28
11063,28
60748,28
88517,28
50248,28
46187,28
20045,28
93826,28
6807,28
38793,28
52125,28
43421,28
71927,28
55212,28
60732,29
97423,29
24594,29
65539,29
65407,29
10854,29
51887,29
14960,29
1454,29
95425,29
40062,29
99019,29
27252,29
75108,29
68238,29
84286,29
40317,29
99895,29
80151,29
55118,29
93612,29
17938,29
65854,29
27042,29
56068,29
55887,29
31405,29
21194,29
40674,29
4448,29
93460,29
14858,29
45621,29
25339,29
95749,29
94285,29
25453,29
98027,29
29985,29
80816,29
20472,29
88092,29
18051,29
94256,29
10255,29
95324,29
76954,29
59030,29
12214,29
60840,29
51523,29
84659,29
78484,29
57151,29
13987,29
53655,29
35489,29
8646,29
16158,29
71156,29
2620,29
52078,29
5136,29
61164,29
90164,29
64089,29
67222,29
86638,29
20421,29
42360,29
53789,29
5029,29
52921,29
71189,29
88880,29
46904,29
6691,29
69609,29
76127,29
28808,29
27359,29
42570,29
75704,29
11886,29
79867,30
31808,30
68008,30
14149,30
87603,30
15537,30
23563,30
37664,30
14552,30
69966,30
50720,30
84182,30
14070,30
57967,30
41723,30
41380,30
36053,30
50305,30
87519,30
61238,30
1759,30
47154,30
38626,30
75592,30
24720,30
27785,30
78254,30
25462,30
23912,30
62526,30
83535,30
16577,30
19284,30
77028,30
90573,30
72429,30
24358,30
65050,30
5687,30
51071,30
45651,30
30998,30
9838,30
68080,30
89662,30
38201,30
45330,30
60455,30
89604,30
57121,30
56218,30
45032,30
1275,30
26891,30
79517,30
79884,30
22052,30
26501,31
80354,31
73265,31
86078,31
22568,31
48004,31
30269,31
70052,31
48252,31
38023,31
18684,31
30322,31
77882,31
96167,31
91445,31
59687,31
55557,31
52607,31
22110,31
32849,31
63160,31
3576,31
80670,31
7717,31
6508,31
66236,31
87804,31
20195,31
84594,31
51975,31
95739,31
15907,31
72145,31
59763,31
11533,31
59456,31
14909,31
20540,31
42631,31
54620,31
98896,31
47183,31
74642,31
34216,31
51867,31
33397,31
55409,31
49260,31
32259,31
11380,31
21714,31
66324,31
63737,31
89450,31
24973,31
18550,31
94984,31
58115,31
60309,31
40974,31
16867,31
83694,31
86478,31
33248,31
95825,31
10661,31
78419,31
31657,31
32441,31
86485,31
7737,31
95220,31
35095,31
81846,31
54291,31
50708,31
65101,31
57393,31
36181,31
43362,31
84266,31
2807,31
80239,31
84751,31
70009,32
26950,32
95210,32
30094,32
9785,32
48745,32
77052,32
54669,32
10426,32
98250,32
49076,32
42500,32
68846,32
66526,32
88976,32
14208,32
84125,32
91218,32
59018,32
99600,32
63430,32
58670,32
91856,32
84774,32
37956,32
65619,32
52257,32
26202,32
43080,32
40444,32
90290,32
80493,32
94224,32
96755,32
54078,32
27593,32
43121,32
51649,32
64468,32
12431,32
28568,32
47053,32
54458,32
88329,32
72842,32
7814,32
83158,32
30369,32
97684,33
31074,33
24657,33
54240,33
10604,33
84922,33
67766,33
33869,33
2508,33
36089,33
77938,33
45896,33
33254,33
89468,33
58427,33
51137,33
81717,33
96497,33
67140,33
95710,33
26303,33
32641,33
67304,33
67857,33
91835,33
68724,33
57879,33
86854,33
53327,33
9541,33
35441,33
21725,33
61390,33
93973,33
32866,33
57369,33
59625,33
48716,33
80841,33
37452,33
24180,33
43364,33
29262,33
94418,33
91733,33
16557,33
80385,33
73299,33
49902,33
99327,33
64156,33
51690,33
75158,33
73475,33
40169,33
9565,33
47143,33
75019,33
74644,33
6568,33
16069,33
25912,33
32896,33
32971,33
14413,33
68544,33
35834,33
82229,33
29207,33
70623,33
50474,33
5590,34
18700,34
88400,34
41969,34
59731,34
57814,34
28132,34
6602,34
29395,34
94024,34
51582,34
62666,34
81284,34
35796,34
55150,34
90685,34
22484,34
18445,34
91579,34
64703,34
1239,34
51124,34
57921,34
50941,34
59407,34
92940,34
42444,34
44017,34
82845,34
72510,34
64046,34
60317,34
80397,34
54278,34
96185,34
35179,34
72910,34
19062,34
93549,34
56581,34
31929,34
94787,34
76707,34
65288,34
30917,34
8244,34
9290,34
52661,34
18054,34
63708,34
59380,34
45758,34
7534,34
11786,34
43769,34
5943,34
24006,34
60078,34
71893,34
71135,34
71794,34
98280,34
31259,34
84681,34
79458,34
53940,34
75238,34
80309,34
53650,34
43463,34
66130,34
11657,34
21990,34
77040,34
62389,34
73524,34
43929,34
48999,34
88297,34
50438,34
14698,35
81020,35
51030,35
45421,35
35826,35
98750,35
45713,35
34615,35
15058,35
99016,35
70003,35
54120,35
96647,35
38732,35
83175,35
39219,35
98509,35
75088,35
41128,35
68066,35
71906,35
79844,35
51024,35
16654,35
26583,35
46517,35
82010,35
53780,35
41787,35
45248,35
44889,35
15209,35
4422,35
58054,35
27576,35
37770,35
35326,35
10733,35
22205,35
51627,35
77646,35
81660,35
6163,35
62644,35
81400,35
84161,35
19942,35
27554,35
67969,35
89953,35
38295,35
27167,35
34281,35
72277,35
83445,35
3454,35
31264,35
84518,35
90023,35
1645,35
55353,35
82636,35
38581,35
34201,35
5692,35
59655,35
85529,35
22298,35
68276,35
72460,35
6220,35
81606,35
15269,36
97163,36
86187,36
10672,36
3698,36
32888,36
65872,36
45254,36
61521,36
4491,36
75207,36
69881,36
84789,36
13558,36
92586,36
77203,36
91641,36
75220,36
80864,36
8998,36
97769,36
94967,36
73547,36
48244,36
25768,36
63026,36
24284,36
13335,36
25417,36
6974,36
22159,36
95640,36
96484,36
96224,36
70778,36
24559,36
24235,36
26081,36
74898,36
17493,36
66052,36
90193,36
16027,36
249,36
92068,36
97816,36
21799,36
74880,36
11383,36
40509,36
11132,36
51606,36
13654,36
31214,36
58248,36
59484,36
2636,36
96687,36
75673,36
93138,36
71041,36
37979,36
38423,36
27056,36
50354,36
36632,36
37554,36
96812,36
74994,36
60107,36
55140,36
17289,36
78102,36
59268,36
70746,36
30644,36
97147,36
46944,36
46409,36
69939,36
56282,36
92913,36
95673,36
76636,36
9606,36
51594,37
27764,37
23537,37
88004,37
90384,37
36219,37
41145,37
70981,37
33770,37
87633,37
31317,37
7838,37
57166,37
44386,37
53222,37
34175,37
56012,37
27745,37
19667,37
61980,37
75813,37
21421,37
45042,37
20441,37
97269,37
37878,37
63233,37
11286,37
10363,37
73963,37
28661,37
33772,37
58484,37
83130,37
49794,37
8984,37
72763,37
13825,37
15367,37
98942,37
81781,37
40736,37
53057,37
55255,37
73055,37
76007,37
34322,37
82668,37
83975,37
65041,37
15702,37
76558,37
21895,37
94198,37
82789,37
51643,37
43534,37
22103,37
45680,37
52412,37
58889,37
53742,37
85432,37
23806,37
54095,37
13630,37
6311,37
15558,37
12189,37
43697,37
35685,37
17486,37
57971,37
41850,37
50661,37
94096,37
37369,37
1677,37
11488,37
58001,37
6496,37
53149,37
38549,37
38411,37
87771,37
8379,37
80973,37
90813,38
91596,38
60191,38
79180,38
48222,38
47826,38
30667,38
60425,38
19108,38
23350,38
89766,38
41247,38
17087,38
2768,38
89285,38
40426,38
50317,38
